objID,ra_sdssdr5,dec_sdssdr5,ra_rosatsdssdr5,dec_rosatsdssdr5,distance,F_Halpha,EW_Halpha,s2n_Halpha,F_Hbeta,EW_Hbeta,s2n_Hbeta,F_oiii,EW_oiii,s2n_oiii,F_nii,EW_nii,s2n_nii,RASS,SDSS,umag,gmag,rmag,imag,zmag,St,z,CRate,Exp,HR1,HR2,L,FX,g0mag,FXcor,logLX,LogL2500,logL2keV,alpha,Comm,agn_type
588010137339625611,134.60096,52.094788,134.6009,52.09475,0.00107031127782011,524.342,11.116,29.194,123.046,2.672,22.911,159.435,3.603,21.802,306.287,6.459,19.795,085823.0+520533,085824.22+520541.1,19.47,18.38,17.63,17.21,16.95,3,0.09,0.0667,386,-0.29,0.12,32,5.56,18.3,11.99,43.41,28.39,24.87,1.35,Sy1.9,BL_Seyfert
588010137341722851,140.89501,55.269743,140.895,55.26972,0.00140491405194316,329.139,19.579,20.279,75.554,4.193,12.052,167.737,9.781,21.298,260.164,15.395,16.02,092333.5+551540,092334.79+551611.0,20.51,19.99,19.29,18.81,18.46,3,0.269,0.0163,408,0.77,1,8,1.4,19.88,3.07,43.89,28.77,25.36,1.31,Sy1.9,BL_Seyfert
588010358012051460,178.93503,4.108786,178.935,4.10878,0.00122343702174696,1780.463,57.302,25.786,418.033,10.647,16.676,325.65,8.807,15.618,971.674,31.11,22.126,115545.0+040622,115544.40+040631.6,18.56,18.37,18.05,17.73,17.53,3,0.169,0.0295,420,-0.65,-0.66,8,2.25,18.28,4.56,43.59,28.98,25.06,1.51,radio,Other_AGN
588010358534176826,145.23833,3.4003375,145.2383,3.40033,0.00214897557673556,2619.905,56.645,26.633,769.257,13.862,22.312,588.381,11.294,27.735,848.486,18.249,20.166,094057.6+032411,094057.19+032401.2,18.92,17.92,17.5,17.17,16.86,3,0.061,0.1106,383,0.1,0.02,67,12.06,17.75,31.59,43.47,28.26,24.93,1.28,-9999,Other_AGN
588010358543417430,166.41518,4.2467462,166.4152,4.24672,0.00116986495988218,-999,-999,0,162.253,1.341,9.823,1305.382,11.588,16.927,-999,-999,0,110539.2+041449,110539.64+041448.2,17.83,17.45,17.25,17.02,16.83,6,0.436,0.022,381,0.9,-0.63,14,2.53,17.18,6.95,44.76,30.31,26.23,1.57,Sy1.8_radio,BL_Seyfert
588010359064625481,130.60632,2.8813161,130.6063,2.88131,0.000551924172570277,-999,-999,0,39.944,1.444,2.692,24.092,0.926,3.596,-999,-999,0,084225.2+025333,084225.51+025252.7,19.94,19.51,19.04,18.68,18.36,3,0.425,0.0312,248,-0.48,1,9,3.33,19.4,8.59,44.83,29.4,26.29,1.19,zunc_radio,Other_AGN
588010359601561956,130.73941,3.1448528,130.7394,3.14483,0.0026101420452247,838.983,29.661,26.095,181.262,6.039,27.482,736.996,25.875,111.365,590.581,20.769,16.141,084300.1+030839,084257.45+030841.4,19.47,18.54,18.05,17.53,17.3,3,0.064,0.0508,248,0.2,0.27,16,5.45,18.41,14.1,43.16,28.04,24.62,1.31,Sy1.8,BL_Seyfert
588010359620173981,173.23321,5.2610119,173.2332,5.261,0.00177901283692234,281.783,5.302,13.939,81.405,1.605,7.27,370.151,7.555,14.803,360.799,6.754,17.992,113258.8+051605,113255.96+051539.6,20.18,18.45,17.59,17.16,16.83,3,0.101,0.036,430,-0.21,0,11,3.65,18.35,9.03,43.39,28.48,24.86,1.39,Sy2?_radio,NL_Seyfert
588010360696340727,178.88051,6.1487984,178.8805,6.14881,0.00169551284388528,-999,-999,0.114,-994,-999,1.127,5.112,0.501,1.477,-999,-999,0.385,115530.2+060846,115531.31+060855.7,21.88,21.05,19.97,19.39,19.05,3,0.369,0.0269,426,-0.11,-0.19,9,1.89,20.99,3.62,44.3,28.63,25.76,1.1,BL?_radio,Other_AGN
588010360698372205,183.43482,6.0557851,183.4348,6.05578,0.00236795365752907,39.831,3.154,4.128,19.476,1.739,2.74,66.928,6.191,7.584,-994,-999,3.443,121344.7+060255,121344.35+060320.8,20.87,20.5,19.51,18.98,18.68,3,0.229,0.018,423,-0.44,1,8,1.28,20.43,2.48,43.64,28.4,25.1,1.27,-9999,Other_AGN
588010877689790652,190.16796,3.7496663,190.168,3.74964,0.00136643366926864,143.59,13.42,22.15,34.932,2.904,6.837,112.099,9.88,21.807,88.143,8.194,12.513,124039.8+034521,124040.31+034458.7,21.91,20.49,19.51,19.21,19.07,3,0.166,0.0437,432,-1,0,15,3.46,20.35,7.19,43.77,28.13,25.24,1.11,Sy2?,NL_Seyfert
588010878755340314,171.40264,4.5906523,171.4026,4.59064,0.0016469896843917,2156.592,68.27,19.811,513.008,12.191,14.341,621.909,15.764,18.84,1642.039,51.711,12.826,112536.3+043528,112536.63+043526.3,19,18.59,18.07,17.85,17.53,3,0.281,0.0325,408,0.62,0.45,23,3.62,18.38,9.68,44.44,29.41,25.9,1.35,Sy1.5,BL_Seyfert
588011099408760951,163.85368,62.065561,163.8537,62.06553,0.00159866060485334,-999,-999,0,162.607,27.818,11.251,185.111,33.195,21.325,-999,-999,0,105526.5+620348,105524.89+620355.9,20.72,20.35,20.13,19.85,19.59,6,0.437,0.0161,599,-0.33,-1,15,0.97,20.3,1.64,44.14,29.07,25.6,1.33,Sy1.5,BL_Seyfert
588011101565354082,225.32484,54.921741,225.3249,54.92172,0.00103436767444623,675.733,23.727,17.158,153.066,5.479,18.317,2018.503,75.113,25.48,975.505,34.073,22.472,150118.5+545512,150117.97+545518.2,20.63,19.98,18.58,18.17,17.86,3,0.339,0.0536,1077,0.05,0.06,56,3.69,19.92,6.97,44.49,28.98,25.96,1.16,Sy2?_radio,NL_Seyfert
588011122511118376,220.08251,56.552523,220.0825,56.55247,0.00111571414107304,750.509,38.581,56.247,189.249,7.868,30.895,131.685,5.83,18.264,588.342,30.087,28.63,144018.3+563317,144019.81+563308.9,19.27,18.79,18.43,18.06,17.91,3,0.14,0.0185,697,-0.38,0.99,9,1.28,18.73,2.44,43.14,28.63,24.6,1.54,Sy1.5,BL_Seyfert
588011123577520150,188.62441,62.301728,188.6244,62.30172,0.000922725559143479,2745.71,89.077,49.965,666.461,15.966,34.177,889.613,23.059,36.72,1756.634,56.692,31.568,123429.7+621818,123429.85+621806.2,18.21,17.88,17.7,17.27,17.19,3,0.135,0.0372,505,-0.76,0.21,16,2.68,17.83,5.25,43.44,28.95,24.9,1.56,Sy1.8,BL_Seyfert
588011124121141393,219.13004,58.228418,219.13,58.22842,0.00111475688397123,365.522,26.454,27.712,90.467,5.915,15.771,323.082,22.17,36.229,233.875,16.838,20.016,143629.2+581313,143631.20+581342.3,20.33,19.9,19.06,18.73,18.61,3,0.243,0.0212,651,-0.39,0.19,8,1.44,19.86,2.7,43.73,28.68,25.2,1.34,Sy1.9,BL_Seyfert
588011124121141393,219.13004,58.228418,219.13,58.22842,0.00111475688397123,343.183,26.237,24.825,81.395,5.305,9.569,303.912,20.974,28.205,226.74,17.244,17.241,143629.2+581313,143631.20+581342.3,20.33,19.9,19.06,18.73,18.61,3,0.243,0.0212,651,-0.39,0.19,8,1.44,19.86,2.7,43.73,28.68,25.2,1.34,Sy1.9,BL_Seyfert
588011124659060877,223.35824,57.376544,223.3582,57.37653,0.00130153222054568,1389.066,56.366,25.178,344.901,11.934,21.278,1015.411,37.479,24.858,894.544,36.11,18.281,145326.2+572235,145325.98+572235.5,19.41,18.77,18.35,17.85,17.7,3,0.143,0.0652,755,-0.32,-0.2,52,4.5,18.71,8.53,43.7,28.65,25.17,1.34,-9999,Other_AGN
588011216993124416,224.50621,54.682224,224.5063,54.68225,0.00169234974468547,716.525,46.699,21.679,178.46,9.807,10.653,153.643,8.981,28.08,75.35,4.885,15.55,145801.1+544106,145801.51+544056.1,19.64,19.29,18.69,18.17,18.04,3,0.145,0.0224,1030,-0.39,0,18,1.53,19.24,2.87,43.24,28.45,24.71,1.44,-9999,Other_AGN
588011216993976502,227.30369,53.473162,227.3037,53.47317,0.00123666862183953,-994,-999,5.774,-994,-999,5.017,142.293,4.808,18.154,-994,-999,5.464,150913.0+532817,150912.88+532823.4,20.08,19.19,18.32,17.9,17.75,3,0.202,0.0242,742,-0.43,-0.09,9,1.67,19.13,3.17,43.61,28.81,25.08,1.43,-9999,Other_AGN
588011217524883520,205.39627,60.265468,205.3963,60.2655,0.000937333896195908,-999,-999,0,34.098,4.133,6.985,102.032,13.137,22.496,86.63,12.177,20.083,134134.4+601532,134135.10+601555.8,22.16,21.01,20.18,19.75,19.5,3,0.222,0.0379,732,0.13,0.26,22,2.91,20.94,5.93,43.98,28.17,25.45,1.05,Sy2?,NL_Seyfert
588011218073354428,242.51401,45.278256,242.514,45.27825,0.00158147248024053,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,161006.9+451637,161003.36+451641.7,20.61,20.39,20.09,19.78,19.57,6,-9999,0.0384,296,-0.45,-0.38,9,2.51,20.33,4.56,-9999,-9999,-9999,1.17,zunc_radio,Other_AGN
588011218600132647,212.34792,59.661306,212.3478,59.66131,0.00143293926929195,-999,-999,0,-999,-999,0,2.798,0.142,1.184,-999,-999,0,140923.6+593943,140923.48+593940.7,19.57,19.24,18.89,18.58,18.37,3,0.496,0.1172,640,-0.44,0.35,98,8.73,19.18,17.45,45.31,29.64,26.77,1.1,radio,Other_AGN
588011219132809309,193.49714,62.71597,193.497,62.716,0.00118611266658679,127.364,4.106,2.532,123.972,3.15,5.501,12.944,0.344,2.567,34.81,1.116,3,125400.1+624303,125359.29+624257.6,20.05,19.29,18.77,18.43,18.12,6,0.868,0.0358,549,-0.51,-0.4,14,2.63,19.22,5.21,45.42,30.17,26.88,1.26,zunc_radio,Other_AGN
588011219141918769,230.35764,54.162854,230.3576,54.16281,0.000649158282844025,13.575,0.937,3.744,379.026,20.691,24.797,726.441,42.475,26.661,-999,-999,0,152125.0+541020,152125.83+540946.1,19.08,19,18.67,18.22,18.19,3,0.199,0.0162,904,-0.05,0.52,8,1.1,18.95,2.06,43.41,28.86,24.87,1.53,Sy1.5,BL_Seyfert
588011219141984319,230.49385,54.031033,230.4938,54.03097,0.000499320472100677,933.174,17.412,46.242,257.869,3.885,28.815,546.076,8.825,29.012,606.197,11.252,33.116,152156.7+540203,152158.52+540151.5,18.78,17.6,17.12,16.82,16.66,3,0.056,0.0084,955,0.64,0.37,8,0.57,17.55,1.07,41.92,28.27,23.38,1.88,Sy2?,NL_Seyfert
588011219142639662,232.56479,53.176436,232.5648,53.17642,0.00102321396538097,1727.257,33.593,52.353,382.465,5.674,48.35,644.189,10.292,38.429,989.057,19.136,24.135,153014.2+531041,153015.55+531035.1,18.72,18.07,17.53,17.19,17.12,3,0.174,0.0373,1055,-0.21,-0.06,42,2.52,18.01,4.69,43.63,29.11,25.1,1.54,Sy1.8_radio,BL_Seyfert
588011219144474788,237.35458,50.205416,237.3545,50.20542,0.00176045776132883,713.295,26.675,23.765,155.109,5.144,14.504,316.549,11.156,28.54,667.48,24.831,19.787,154924.9+501226,154925.09+501219.5,19.91,18.83,18.2,17.77,17.6,3,0.116,0.0442,902,-0.27,0.2,41,3.26,18.76,6.47,43.38,28.44,24.84,1.38,Sy1.8,BL_Seyfert
588013382192726039,138.43954,40.941171,138.4395,40.94117,0.00179204118073466,-999,-999,0,2444.044,96.014,21.745,27544.03,1124.868,18.747,-999,-999,0,091346.0+405620,091345.48+405628.2,19.78,19.35,19.08,17.58,18.17,3,0.442,0.1213,296,0.2,0.01,34,7.88,19.27,14.25,45.09,29.49,26.55,1.13,Sy2?_radio,NL_Seyfert
588013382199279916,156.88997,48.288416,156.89,48.28842,0.000876887139982394,158.913,13.546,13.954,50.33,4.751,5.418,305.051,29.57,26.984,235.894,20.002,18.715,102732.4+481711,102733.59+481718.3,22.82,20.86,19.69,19.21,18.78,3,0.231,0.0281,504,0.3,0.16,16,1.97,20.83,3.77,43.82,28.25,25.29,1.14,Sy2?_radio,NL_Seyfert
588013382209241093,192.14294,51.468836,192.1429,51.46883,0.00128666933847218,70.766,1.686,2.457,39.303,0.801,2.874,-994,-999,1.05,135.384,3.208,1.199,124832.1+512817,124834.30+512807.8,18.72,18.24,17.76,17.42,17.15,6,0.351,0.0419,267,-0.43,1,17,2.71,18.19,4.9,44.38,29.7,25.84,1.48,radio,Other_AGN
588013383273218118,157.17492,49.07186,157.1749,49.07186,0.000162974760293693,2608.503,28.585,24.68,494.62,5.416,21.482,1606.725,18.52,43.038,2031.576,22.145,20.391,102841.7+490425,102841.98+490418.7,18.87,17.49,16.86,16.46,16.22,3,0.043,0.0727,518,0.1,0.11,57,4.94,17.45,9.24,42.61,28.07,24.08,1.53,Sy1.5_radio,BL_Seyfert
588013383275708518,165.4373,50.877478,165.4373,50.87747,0.000819466603713216,457.194,27.381,27.764,109.938,5.969,17.074,343.435,19.711,40.843,395.13,23.54,20.214,110145.8+505225,110144.95+505238.9,20.12,19.55,19,18.62,18.37,3,0.142,0.0268,504,-0.27,1,11,1.69,19.5,2.98,43.24,28.33,24.7,1.39,Sy1.9,BL_Seyfert
588013383279706133,180.03956,52.519277,180.0395,52.51925,0.00181624854207588,956.603,38.35,21.182,277.365,8.822,18.33,376.421,12.886,26.507,486.23,19.391,14.708,120011.7+523121,120009.49+523109.3,19.39,18.9,18.41,17.94,17.81,3,0.118,0.0251,405,-0.24,-0.76,10,1.87,18.83,3.75,43.16,28.43,24.62,1.46,-9999,Other_AGN
588015507679346766,47.104947,-1.1542056,47.10492,-1.15419,0.00105029651592573,-999,-999,0.002,92.82,3.258,8.578,211.941,7.994,21.128,-999,-999,0,030822.8-010902,030825.18-010915.1,19.44,18.92,18.47,18.04,17.86,3,0.109,0.0295,252,0.52,-0.21,8,3.49,18.68,9.95,43.51,28.41,24.97,1.32,-9999,Other_AGN
588015507679346766,47.104947,-1.1542056,47.10492,-1.15419,0.00105029651592573,-999,-999,0,74.486,2.742,7.88,186.694,7.327,28.955,-999,-999,0,030822.8-010902,030825.18-010915.1,19.44,18.92,18.47,18.04,17.86,3,0.109,0.0295,252,0.52,-0.21,8,3.49,18.68,9.95,43.51,28.41,24.97,1.32,-9999,Other_AGN
588015507679346766,47.104947,-1.1542056,47.10492,-1.15419,0.00105029651592573,38.314,1.565,9.605,85.168,2.793,8.563,217.163,7.635,31.343,-999,-999,0,030822.8-010902,030825.18-010915.1,19.44,18.92,18.47,18.04,17.86,3,0.109,0.0295,252,0.52,-0.21,8,3.49,18.68,9.95,43.51,28.41,24.97,1.32,-9999,Other_AGN
588015508732051585,359.01671,-0.39826696,359.0167,-0.39828,0.000933529795398453,39.531,2.359,4.239,-999,-999,0.056,58.36,3.221,4.849,28.66,1.702,4.366,235604.1-002321,235604.01-002353.8,19.65,19.21,18.7,18.4,18.13,3,0.283,0.0246,383,0.11,0.8,8,2.53,19.08,6.31,44.26,29.14,25.72,1.31,radio,Other_AGN
588015509269708902,0.715032,0.1334875,0.715,0.13353,0.00227410314154152,343.668,14.75,30.225,108.976,4.606,19.749,336.167,14.946,51.042,313.307,13.376,26.148,000250.8+000824,000251.60+000800.7,20.54,19.48,18.67,18.21,17.88,3,0.107,0.041,388,-0.32,0.09,9,4.1,19.35,10.03,43.49,28.13,24.96,1.22,Sy1.5,BL_Seyfert
588015509271806002,5.5039626,0.1161026,5.50396,0.11608,0.000605779238770063,-999,0.294,0.678,3.09,0.209,1.42,2.194,0.155,2.145,-999,0.618,0.893,002200.9+000659,002200.95+000657.9,20.48,20.03,19.28,18.87,18.55,3,0.306,0.0973,403,0.08,0.12,55,9.05,19.94,21.02,44.86,28.87,26.33,0.98,BL?_radio,Other_AGN
588015509278097417,19.88696,0.14366504,19.88692,0.14367,0.00194197298140474,730.041,33.92,20.93,194.222,6.545,24.201,676.974,24.779,46.402,513.037,23.714,13.056,011932.3+000834,011932.86+000837.2,19.18,18.77,18.32,17.91,17.79,3,0.181,0.0165,414,-0.44,-1,7,1.68,18.64,4.18,43.62,28.9,25.09,1.46,Sy1.8,BL_Seyfert
588015509808742486,5.7960714,0.58820068,5.79604,0.58819,0.000859540562842057,-999,-999,0,150.458,5.866,7.562,505.778,21.432,13.347,-999,-999,0,002312.0+003512,002311.05+003517.5,19.4,19.15,19.07,18.91,18.58,3,0.422,0.0382,403,0.24,-0.15,24,3.49,19.06,7.99,44.79,29.53,26.25,1.26,LBQS0020+0018,Other_AGN
588015509810446476,9.6794278,0.58103772,9.67942,0.58106,0.00171992548600613,536.87,23.596,79.03,144.035,5.948,33.641,984.035,42.806,76.916,534.726,23.378,60.098,003846.3+003430,003843.06+003451.8,20.27,18.81,18.5,18.07,17.8,3,0.043,0.0641,303,-0.39,0.77,18,5.35,18.74,11.56,42.71,27.56,24.17,1.3,Sy2?_ambigID,NL_Seyfert
588015510346268774,7.193413,0.8802537,7.19342,0.88028,0.000507446227252536,528.854,55.363,15.761,111.424,10.153,12.357,279.159,26.981,32.202,309.296,32.21,10.058,002847.5+005250,002846.42+005249.0,20.39,20.18,19.78,19.46,19.04,3,0.38,0.0159,618,0.18,0.56,12,1.44,20.08,3.3,44.29,29.02,25.75,1.25,-9999,Other_AGN
588016526098432138,153.24311,39.54413,153.2431,39.54411,0.00198235958114515,27.831,1.034,2.4,25.962,0.909,1.812,-999,-999,0.396,34.369,1.27,4.586,101257.7+393244,101258.34+393238.8,20.03,19.08,18.24,17.89,17.56,3,0.171,0.0625,460,-0.24,-0.1,30,4.27,19.03,8.02,43.85,28.69,25.31,1.3,BL?_radio,Other_AGN
588016527172042792,152.4822,40.22041,152.4822,40.22039,0.00227117413863906,799.8,98.831,35.203,302.104,27.407,24.949,1390.259,134.935,57.558,1393.408,171.29,13.385,100955.1+401251,100955.72+401313.4,19.55,19.34,19.04,18.85,18.92,6,0.234,0.0232,467,-0.52,-1,9,1.4,19.28,2.39,43.64,28.88,25.1,1.45,Sy1.5,BL_Seyfert
588016840174469158,131.21782,28.069427,131.2178,28.06942,0.00157443166543131,-999,-999,0,14.043,1.191,1.598,-999,0.051,0.894,-999,-999,0,084452.8+280409,084452.27+280409.9,21.62,21,20.18,19.57,19.21,3,0.453,0.0507,227,1,0.32,17,5.64,20.8,15.02,45.14,28.9,26.6,0.88,BL?_radio,Other_AGN
588016841244344423,122.60863,23.698942,122.6086,23.69892,0.00153640968792982,1395.727,60.124,39.407,337.308,12.118,28.097,653.236,24.902,30.667,1015.987,43.537,27.824,081026.0+234204,081026.07+234156.1,19.65,18.91,18.4,17.99,17.83,3,0.133,0.0416,254,0.36,0.41,15,4.7,18.72,12.75,43.81,28.58,25.27,1.27,Sy1.5_radio,BL_Seyfert
588016878295318532,137.47201,31.10088,137.472,31.10086,0.00135116619723443,-999,-999,0,25.762,0.454,3.758,31.512,0.587,2.834,48.756,0.963,2.348,090953.9+310558,090953.28+310603.1,18.72,18.28,17.71,17.4,17.11,3,0.272,0.345,409,0.11,-0.04,290,29.14,18.2,63.36,45.22,29.46,26.68,1.06,radio_B20906+31,Other_AGN
588016879903441071,131.16915,29.322267,131.1691,29.32225,0.0024777201260587,1206.044,48.251,36.726,286.85,10.125,25.193,580.107,21.683,42.346,725.406,28.87,29.027,084439.0+291832,084440.59+291920.1,19.64,18.89,18.41,17.91,17.66,3,0.098,0.0197,314,0.91,-1,8,2.16,18.67,5.68,43.16,28.32,24.63,1.42,Sy1.5,BL_Seyfert
588016890638368778,154.92723,37.474528,154.9272,37.4745,0.00185459678483901,1181.915,32.579,64.262,262.017,6.48,39.081,217.174,5.675,39.972,592.725,16.252,37.413,101941.5+372833,101942.53+372828.2,18.97,18.13,17.69,17.31,17.18,3,0.094,0.0246,479,-0.43,0.65,10,1.68,18.08,3.17,42.87,28.52,24.33,1.61,Sy1.8,BL_Seyfert
588016891172946166,148.78286,35.850239,148.7828,35.85022,0.00148631298053753,-999,-999,0,-999,-999,0,-999,-999,0.021,-999,-999,0,095508.2+355054,095507.88+355100.8,20.73,20.61,20.13,19.45,19.16,3,0.557,0.1052,427,0,-0.14,60,7.08,20.56,13.16,45.31,29.2,26.78,0.93,radio,Other_AGN
588016891178123285,162.85566,39.723806,162.8556,39.72381,0.00195834084036386,-999,-999,0,-999,-999,0,-994,-999,2.165,-999,-999,0,105125.1+394329,105125.35+394325.7,19.21,18.92,18.64,18.35,18.12,6,0.498,0.3587,441,-0.23,0.07,310,22.1,18.86,38.3,45.65,29.77,27.12,1.02,zunc_radio_RBS0909,Other_AGN
588016892250488868,158.66082,39.641193,158.6608,39.64117,0.0017733062376027,7784.896,91.909,23.587,2289.679,22.575,20.413,2576.62,26.938,29.618,2803.465,32.926,19.924,103438.7+393834,103438.59+393828.2,17.59,17.04,16.78,16.42,16.35,3,0.043,2.658,372,-0.74,-0.37,2900,182.6,16.98,344.4,44.19,28.26,25.65,1,Sy1.5_radio,BL_Seyfert
588016892782706719,145.8298,36.247822,145.8298,36.24781,0.000823196089275678,1770.833,10.945,23.965,462.141,3.095,21.232,920.745,6.384,19.442,1610.214,9.899,21.774,094321.5+361519,094319.15+361452.1,18.6,16.7,16.1,15.92,15.43,3,0.022,0.039,462,-0.44,0.04,12,2.64,16.65,4.93,41.74,27.8,23.2,1.76,Sy2?_radio,NL_Seyfert
588017109683601458,178.42407,46.211737,178.424,46.21172,0.00150347543669231,14980.45,134.459,28.263,4564.283,34.522,23.302,1292.048,10.305,18.483,3194.544,28.523,22.012,115342.4+461244,115341.77+461242.2,16.91,16.63,16.15,16,15.74,3,0.024,0.192,308,-0.15,-0.24,119,15.35,16.52,32.17,42.63,27.93,24.1,1.47,NLS1?,NL_Seyfert
588017109689368721,197.45739,45.656001,197.4574,45.656,0.000990749409144655,-999,-999,0.985,-999,-999,0,72.298,14.164,11.21,-999,-999,0.422,130950.3+453910,130949.77+453921.6,20.2,19.76,19.38,18.93,18.67,3,0.484,0.0284,540,-0.56,0.57,12,1.97,19.72,3.74,44.61,29.4,26.07,1.28,radio,Other_AGN
588017110222766240,185.97105,46.846914,185.971,46.84689,0.00150727766471078,49.117,1.872,2.051,17.372,0.657,2.22,10.556,0.415,2.923,-999,-999,0.333,122352.5+465059,122353.05+465048.8,20.49,19.62,18.65,18.22,17.86,3,0.261,0.047,428,0.21,0.2,20,3.01,19.57,5.4,44.11,28.87,25.57,1.27,BL?_radio,Other_AGN
588017111296311413,185.28243,47.707926,185.2824,47.70792,0.000426927588835287,12.96,0.533,2.122,9.969,0.395,2.078,-999,-999,0.968,-999,0.065,0.634,122106.9+474235,122107.78+474228.5,20.33,19.33,18.46,18.02,17.67,3,0.21,0.1251,446,-0.34,0.12,87,8.17,19.28,14.86,44.32,28.78,25.79,1.15,BL?_radio,Other_AGN
588017111298539621,192.84238,47.414377,192.8424,47.41436,0.00130045242118014,1592.453,67.23,24.767,476.253,18.265,20.67,301.131,12.225,23.455,407.993,17.135,19.45,125122.2+472439,125122.17+472451.7,19.51,18.69,18.06,17.55,17.34,3,0.101,0.0375,472,-0.47,-0.11,16,2.43,18.66,4.38,43.08,28.36,24.54,1.46,-9999,Other_AGN
588017112368808087,181.05525,48.319141,181.0552,48.31911,0.00224149856095675,355.964,7.979,11.134,56.877,1.337,11.388,272.062,6.658,29.818,424.639,9.468,10.256,120413.2+481914,120413.25+481908.8,19.93,18.77,17.92,17.5,17.13,3,0.118,0.0484,321,-0.16,0.38,21,3.9,18.67,8.21,43.5,28.49,24.96,1.35,Sy1.9,BL_Seyfert
588017113981124736,217.09154,41.606496,217.0915,41.60647,0.00220419935077935,209.435,15.225,17.095,44.704,3.205,4.491,279.638,20.954,17.638,204.515,14.789,18.121,142822.6+413625,142821.96+413623.3,20.94,19.94,19.11,18.71,18.48,3,0.159,0.0776,603,-0.7,-0.64,53,5.12,19.9,9.36,43.85,28.27,25.31,1.14,Sy2?_radio,NL_Seyfert
588017114518651031,219.12719,41.278316,219.1272,41.27831,0.00122511765650242,226.031,18.674,12.337,60.631,5.252,6.909,174.138,15.771,20.979,270.553,22.234,5.622,143629.4+411655,143630.52+411641.9,23.68,21.77,19.93,19.45,18.97,3,0.304,0.017,652,0.77,0.55,11,1.18,21.72,2.25,43.89,28.15,25.35,1.08,Sy1.5,BL_Seyfert
588017115053817874,214.48144,43.198863,214.4814,43.19883,0.00204939685312636,5650.777,137.526,23.157,2129.376,37.615,19.675,1265.657,23.977,17.711,848.82,20.551,14.342,141755.1+431152,141755.54+431155.8,17.72,17.53,17.42,16.95,16.97,3,0.079,0.2013,554,-0.62,-0.16,179,13.19,17.49,24.03,43.59,28.6,25.05,1.36,NLS1?,NL_Seyfert
588017115586232330,200.81217,46.522853,200.8121,46.52283,0.0023457041065907,2353.098,51.039,23.9,596.265,10.103,20.213,369.072,6.712,24.741,1283.196,27.688,15.604,132314.2+463132,132314.91+463122.2,18.27,17.97,17.62,17.21,17.06,3,0.139,0.09,558,-0.5,0.17,67,6.53,17.91,12.82,43.85,28.95,25.31,1.39,radio_2MASSiJ1323149+46312,Other_AGN
588017115590164521,213.13184,43.9267,213.1318,43.92669,0.000720047238369448,1156.74,35.137,74.463,281.319,7.616,42.546,803.76,22.979,40.636,701.735,21.204,45.321,141228.9+435526,141231.64+435536.1,19.24,18.42,17.82,17.48,17.31,3,0.094,0.0127,845,-0.23,0.16,7,0.81,18.37,1.46,42.53,28.4,24,1.69,Sy2?,NL_Seyfert
588017115593637961,223.06313,40.813764,223.0631,40.81375,0.000923714940192823,1271.401,112.54,27.454,454.915,28.496,20.417,210.967,13.983,16.412,158.489,13.956,16.41,145215.3+404901,145215.15+404849.5,19.33,19.24,18.97,18.95,18.52,6,0.293,0.0418,715,-0.81,-0.6,28,2.79,19.19,5.15,44.21,29.13,25.67,1.33,NLS1?,NL_Seyfert
588017116128673825,218.17132,43.010981,218.1713,43.01097,0.00132293899771727,-999,-999,0,274.083,18.705,17.98,1666.438,124.029,58.842,-999,-999,0,143239.7+430021,143241.11+430039.5,19.08,18.87,19.01,18.82,18.67,6,0.422,0.0384,600,-0.33,0.34,21,2.66,18.81,5.05,44.59,29.63,26.05,1.37,-9999,Other_AGN
588017116669149342,228.07205,39.586329,228.072,39.58633,0.00150091216706028,240.863,36.438,5.505,49.876,6.024,6.296,109.11,13.979,16.352,162.485,24.453,4.096,151216.4+393515,151217.28+393510.8,21.07,20.58,19.87,19.59,19.11,3,0.325,0.0137,690,-0.32,1,10,0.94,20.51,1.79,43.86,28.7,25.32,1.3,Sy1.5,BL_Seyfert
588017565484580928,172.76452,11.560971,172.7645,11.56094,0.00250588117981169,454.841,17.792,56.597,105.734,3.553,17.558,216.183,7.718,26.065,289.218,11.254,34.074,113103.3+113351,113103.48+113339.4,20.29,19.32,18.52,18.09,17.85,3,0.2,0.0358,406,-0.18,0.04,19,3.66,19.17,9.09,44.06,28.78,25.53,1.25,Sy2?,NL_Seyfert
588017565488119820,181.05049,11.765387,181.0505,11.76536,0.00252652736015768,64.363,1.377,1.565,-999,-999,0.027,-999,-999,0.158,22.316,0.475,1.608,120413.0+114549,120412.11+114555.3,18.63,18.25,17.87,17.65,17.41,3,0.296,0.1132,293,0.13,0.01,43,9.26,18.12,19.7,44.8,29.57,26.26,1.27,radio,Other_AGN
588017566561796167,180.87596,12.528025,180.8759,12.528,0.00284975039219535,216.323,7.171,36.608,69.528,2.171,12.148,137.078,4.525,32.86,105.678,3.485,24.437,120329.3+123151,120330.22+123140.8,19.71,18.67,17.98,17.75,17.6,3,0.065,0.0226,408,-0.49,-0.9,9,1.93,18.57,4.24,42.65,27.99,24.12,1.49,Sy1.5,BL_Seyfert
