log10..NII..Ha. log10.EW.Ha.. WHAN_Class
-0.46122  1.87276  1.00000
-0.44766  1.31827  1.00000
-0.29148  1.43473  2.00000
-0.25875  0.06107  4.00000
-0.51750  1.62324  1.00000
-0.38375  1.59123  2.00000
-0.45775  1.51754  1.00000
-0.42893  1.55492  1.00000
-0.46764  1.62422  1.00000
-0.44581  1.24055  1.00000
-0.50048  1.69163  1.00000
 0.00000  0.00000  0.00000
 0.00000  0.00000  0.00000
-0.64285  1.77621  1.00000
-0.44175  1.48849  1.00000
-0.37422  1.01435  2.00000
 0.22267 -0.01413  4.00000
 0.04861  0.24005  4.00000
 0.00000  0.00000  0.00000
-0.48074  1.41343  1.00000
-0.27392  1.18469  2.00000
-0.42472  1.09212  1.00000
-0.40446  1.60918  1.00000
-0.35712  1.41417  2.00000
-0.40743  1.52863  1.00000
-0.30605  1.17184  2.00000
-0.42408  1.71254  1.00000
-0.21152  0.91068  2.00000
-0.36645  1.28190  2.00000
-0.47190  1.62865  1.00000
-0.26315  1.31685  2.00000
-0.55463  1.21798  1.00000
-0.52855  1.67797  1.00000
-0.19587  0.98390  2.00000
-0.57722  1.61415  1.00000
-0.44065  1.56591  1.00000
-0.51754  1.65247  1.00000
-0.40441  1.35174  1.00000
-0.44288  1.41581  1.00000
-0.45975  1.61170  1.00000
-0.80575  1.43873  1.00000
-0.59744  1.80326  1.00000
-0.02672  0.23628  4.00000
-0.16462  0.04611  4.00000
-0.38530  1.42185  2.00000
-0.37141  1.78936  2.00000
-0.47155  1.68964  1.00000
-0.40429  1.50732  1.00000
-0.91180  1.47069  1.00000
-0.28027  1.03161  2.00000
-0.45364  1.42645  1.00000
-0.68966  1.45402  1.00000
-0.21217 -0.12843  4.00000
-0.61117  1.78273  1.00000
 0.14619  0.25672  4.00000
-0.40041  1.58400  1.00000
-0.60662  1.58873  1.00000
-0.31582  0.99295  2.00000
 0.00000  0.00000  0.00000
-0.51690  1.36506  1.00000
-0.62170  1.82991  1.00000
-0.40939  1.58536  1.00000
-0.11792  0.07408  4.00000
 0.05417 -0.06500  4.00000
-0.69832  2.08808  1.00000
-0.43615  1.58235  1.00000
-0.58293  1.18421  1.00000
-0.42058  1.59218  1.00000
-0.58447  1.33033  1.00000
-0.11858  0.52218  3.00000
-0.48496  1.22225  1.00000
-0.30565  1.09566  2.00000
-0.36029  1.58657  2.00000
-0.36196  1.56898  2.00000
-0.32503  1.03695  2.00000
-0.49287  1.46379  1.00000
-0.44048  0.97030  1.00000
-0.43824  1.77558  1.00000
-0.69973  1.56075  1.00000
-0.33050  1.01536  2.00000
-0.65832  1.80293  1.00000
 0.00000  0.00000  0.00000
-0.53575  1.78269  1.00000
-0.95722  1.89615  1.00000
-0.96562  1.70206  1.00000
-0.67413  1.76448  1.00000
-0.67909  1.72004  1.00000
-0.43107  1.54198  1.00000
-0.42101  1.54870  1.00000
-0.78888  1.51150  1.00000
-0.54471  1.62704  1.00000
-0.37951  1.06262  2.00000
-0.54659  1.86100  1.00000
 0.00000  0.00000  0.00000
 0.00000  0.00000  0.00000
-0.47132  1.55553  1.00000
-0.00826  0.28126  4.00000
-0.47346  1.58228  1.00000
-0.45884  1.74400  1.00000
-0.44419  1.55189  1.00000
-0.59610  1.85747  1.00000
 0.00000  0.00000  0.00000
-0.42892  1.32356  1.00000
-0.45180  1.53324  1.00000
-0.68007  1.87617  1.00000
 0.00000  0.00000  0.00000
-0.26209  0.28578  4.00000
-0.41914  1.55753  1.00000
-0.39162  1.75025  2.00000
-0.96998  1.82074  1.00000
-0.06619  0.22686  4.00000
-0.61493  1.71824  1.00000
-0.33757  0.81405  2.00000
-0.39848  1.77364  2.00000
-0.42405  1.46903  1.00000
-0.51080  1.64983  1.00000
-0.58513  1.89747  1.00000
-0.00567 -0.06854  4.00000
-0.50855  1.80739  1.00000
-0.30504  1.35715  2.00000
-0.44658  1.42620  1.00000
-0.77019  1.90887  1.00000
-0.37613  1.73450  2.00000
-0.46136  1.49784  1.00000
-0.47750  1.36498  1.00000
-0.62912  1.58691  1.00000
 0.19472 -0.20761  0.00000
 0.10723  0.07262  4.00000
-0.38922  1.46090  2.00000
-0.51829  1.55437  1.00000
-0.34948  1.12808  2.00000
-0.45315  1.54299  1.00000
-0.77635  1.61568  1.00000
-0.63704  1.65818  1.00000
-0.66033  1.69677  1.00000
-0.48704  1.47991  1.00000
-0.43189  1.57636  1.00000
-0.51728  1.85441  1.00000
-0.61494  1.88611  1.00000
-0.40556  1.65454  1.00000
-0.79486  1.33764  1.00000
-0.10203  0.19201  4.00000
-0.50122  1.71424  1.00000
 0.00000  0.00000  0.00000
-0.38029  0.21669  4.00000
-0.33105  1.06390  2.00000
-0.57469  1.66964  1.00000
-0.81753  1.76920  1.00000
-0.87417  1.80587  1.00000
-0.66838  1.26183  1.00000
-0.31974  1.30899  2.00000
-0.41120  1.13551  1.00000
 0.00000  0.00000  0.00000
-0.47320  1.72315  1.00000
-0.73657  1.84202  1.00000
-0.18343 -0.05700  0.00000
-0.38874  1.53753  2.00000
-0.35616  1.19568  2.00000
-0.43935  1.17912  1.00000
-0.43767  1.79826  1.00000
 0.00000  0.00000  0.00000
-0.38736  1.50042  2.00000
-0.44800  1.40169  1.00000
-0.19457  0.44311  4.00000
-0.46024  1.47751  1.00000
-0.63365  1.51292  1.00000
-0.47393  1.82923  1.00000
-0.44837  1.49072  1.00000
-0.49128  0.33325  4.00000
-0.46155  1.66911  1.00000
-0.39903  1.40873  2.00000
-0.65225  1.50029  1.00000
-0.42271  1.45468  1.00000
-0.53659  1.84512  1.00000
-0.12589  0.26694  4.00000
-0.32293  0.81117  2.00000
-0.54635  1.28623  1.00000
-0.53033  1.79554  1.00000
-0.30065  1.48159  2.00000
-0.43299  1.96087  1.00000
-0.72631  1.87478  1.00000
-0.86252  1.66948  1.00000
-0.44501  1.84528  1.00000
-0.56683  1.42318  1.00000
-0.34673  0.88857  2.00000
-0.61547  1.61839  1.00000
-0.54327  1.78395  1.00000
-0.44771  1.50823  1.00000
-0.49810  1.95799  1.00000
-0.54198  1.82375  1.00000
-0.39446  1.31796  2.00000
-0.59097  1.64386  1.00000
-0.40763  1.33732  1.00000
-0.65467  1.77872  1.00000
-0.52860  1.60112  1.00000
-0.44712  1.78251  1.00000
-0.42034  1.43770  1.00000
-0.36797  0.90113  2.00000
-0.45249  1.63388  1.00000
-0.46722  1.44599  1.00000
-0.50711  1.63853  1.00000
-0.58503  0.98927  1.00000
-0.35913  1.64868  2.00000
-0.34908  1.27091  2.00000
-0.53018  1.86069  1.00000
-0.63587  1.98972  1.00000
-0.27392  0.41597  4.00000
-0.25939  0.99655  2.00000
-0.34514  1.37269  2.00000
-0.43993  1.63642  1.00000
-0.26009  0.89042  2.00000
-0.52879  1.84371  1.00000
-0.47165  1.28827  1.00000
-0.49742  1.73100  1.00000
-0.37840  0.94047  2.00000
-0.43484  1.54610  1.00000
-0.86713  1.76374  1.00000
-0.48925  1.65606  1.00000
-0.36512  0.49568  3.00000
-0.41044  1.39900  1.00000
-0.61587  1.91830  1.00000
-0.27348  0.87737  2.00000
-0.45506  1.77458  1.00000
-0.49494  1.61694  1.00000
-0.46933  1.36698  1.00000
-0.50648  1.52454  1.00000
-0.93459  1.62296  1.00000
-0.45171  0.81458  1.00000
-0.40965  1.20501  1.00000
-0.42032  1.56347  1.00000
-0.01594  0.36229  4.00000
 0.00000  0.00000  0.00000
-0.34005  1.29778  2.00000
-0.42985  0.94448  1.00000
-0.45340  1.58132  1.00000
-0.39333  1.61787  2.00000
-0.48606  1.79304  1.00000
-0.30491  1.51996  2.00000
-0.25149  0.34947  4.00000
-0.20098  0.25672  4.00000
-0.48101 -0.06854  0.00000
-0.40784  1.36395  1.00000
-0.19060  1.08092  2.00000
-0.22064  0.58093  3.00000
 0.00000  0.00000  0.00000
-0.40153  1.07262  1.00000
-0.33934  0.85089  2.00000
-0.62690  1.65811  1.00000
-0.42347  1.43143  1.00000
-0.61335  1.91533  1.00000
-0.49579  1.27708  1.00000
-0.39484  1.49009  2.00000
-0.41670  1.49828  1.00000
-0.56940  1.84763  1.00000
-0.59624  1.97429  1.00000
-0.75175  1.68466  1.00000
-0.32980  1.09447  2.00000
-0.65061  1.70915  1.00000
-0.38940  1.39440  2.00000
-0.36865  1.72189  2.00000
-0.44192  1.52691  1.00000
-0.32418  0.61247  3.00000
-0.50687  0.10755  4.00000
-0.58041  1.46528  1.00000
-0.76711  1.70103  1.00000
-0.22712  1.09107  2.00000
-0.69344  1.84265  1.00000
-0.49838  1.51875  1.00000
-0.42198  1.47631  1.00000
-0.35870  1.81499  2.00000
-0.19365  0.86297  2.00000
-0.35375  1.12862  2.00000
-0.35258  1.50594  2.00000
-0.46519  1.21819  1.00000
-0.46467  1.89735  1.00000
-0.56651  1.85227  1.00000
-0.48970  1.34167  1.00000
-0.50185  1.83925  1.00000
-0.66631  1.68432  1.00000
 0.00000  0.00000  0.00000
-0.69200  1.44166  1.00000
-0.36625  1.41704  2.00000
-0.50872  1.46913  1.00000
-0.40659  1.55658  1.00000
-0.48923  1.58155  1.00000
-0.40648  1.43482  1.00000
-0.50530  1.56497  1.00000
-0.48962  1.66213  1.00000
-0.55871  1.71499  1.00000
-0.53555  1.09051  1.00000
-0.70507  1.87437  1.00000
-0.61493  1.69414  1.00000
-0.42568  1.71692  1.00000
-0.49384  1.61098  1.00000
-0.49369  0.13830  4.00000
-0.34451  1.58435  2.00000
 0.18206 -0.01144  4.00000
-0.58492  1.47183  1.00000
-0.46563  1.67757  1.00000
-0.40118  1.60985  1.00000
-0.42138  1.17595  1.00000
-0.22740  1.26160  2.00000
-0.65280  1.68179  1.00000
-0.80648  1.75431  1.00000
-0.22663  1.04064  2.00000
-0.51563  1.49678  1.00000
-0.55501  1.72319  1.00000
-0.45587  1.68798  1.00000
-0.51974  1.50409  1.00000
-0.29551  1.49339  2.00000
-0.40918  1.45065  1.00000
-0.41164  1.24895  1.00000
-0.21218 -0.10513  0.00000
-0.39210  1.63909  2.00000
-0.52461  1.37302  1.00000
-0.59048  1.65700  1.00000
-0.42525  1.51646  1.00000
-0.56083  1.66604  1.00000
-0.65569  1.90118  1.00000
-0.88721  1.50861  1.00000
-0.41252  1.28310  1.00000
-0.40887  1.29872  1.00000
-0.46792  1.96964  1.00000
-0.39434  0.97745  2.00000
-0.33460  1.82757  2.00000
-0.65168  1.87908  1.00000
-0.47864  1.92600  1.00000
-0.14063  0.58274  3.00000
-0.47143  1.45988  1.00000
-0.43108  1.72627  1.00000
-0.49652  1.80944  1.00000
-0.62814  1.54770  1.00000
-0.62432  2.02882  1.00000
-0.52138  1.38198  1.00000
-0.56663  1.79507  1.00000
-0.58497  1.90246  1.00000
-0.20904  1.22673  2.00000
-0.42125  1.45068  1.00000
-0.43447  1.47846  1.00000
-0.43059  1.47502  1.00000
-0.29051  0.98236  2.00000
-0.66650  1.57291  1.00000
-0.36467  1.56434  2.00000
-0.45433  1.81004  1.00000
-0.42115  1.78269  1.00000
-0.42754  1.73114  1.00000
-0.48206  1.63232  1.00000
-0.47783  1.77714  1.00000
-0.48333  1.69043  1.00000
-0.56652  1.54876  1.00000
-0.81804  1.43527  1.00000
-0.45697  1.66606  1.00000
-0.39588  1.38803  2.00000
-0.45398  1.57214  1.00000
-0.60899  1.69036  1.00000
-0.64781  1.72405  1.00000
 0.00000  0.00000  0.00000
-0.57569  1.62428  1.00000
 0.00000  0.00000  0.00000
-0.48001  1.68841  1.00000
-0.62022  1.69228  1.00000
-0.36855  1.70172  2.00000
-0.63097  1.72541  1.00000
-0.64527  1.64702  1.00000
-0.66199  1.70485  1.00000
-0.37901  1.37581  2.00000
-0.40252  1.52222  1.00000
-0.52430  1.69377  1.00000
-0.44774  1.20404  1.00000
-0.63517  1.18645  1.00000
 0.00000  0.00000  0.00000
-0.56615  1.62944  1.00000
-0.32908  1.23447  2.00000
-0.46110  1.59000  1.00000
-0.41933  1.48739  1.00000
-1.10639  1.57887  1.00000
-0.34865  1.20839  2.00000
-0.51165  1.39466  1.00000
-0.51380  1.61873  1.00000
-0.12099  0.13988  4.00000
-0.39100  1.54261  2.00000
-0.37346  1.43193  2.00000
-0.39131  1.50255  2.00000
-0.31821  1.60983  2.00000
-0.35437  1.25380  2.00000
-0.28676  1.28407  2.00000
-0.24683  0.16850  4.00000
-0.32019  1.13713  2.00000
-0.35422  1.07148  2.00000
-0.30057  1.16164  2.00000
-0.24062  1.06232  2.00000
-0.28266  0.81941  2.00000
-0.40580  1.94153  1.00000
-0.44656  1.54013  1.00000
-0.80100  1.79445  1.00000
-0.44930  1.16979  1.00000
-0.29521  0.85461  2.00000
-0.51687  1.55616  1.00000
-0.57008  1.91282  1.00000
-0.26847  1.35822  2.00000
-0.42411  0.90585  1.00000
-0.44568  1.67492  1.00000
 0.00000  0.00000  0.00000
-0.38979  1.51002  2.00000
-0.65123  1.48307  1.00000
-0.55880  1.69200  1.00000
 0.00000  0.00000  0.00000
-0.33811 -0.26761  0.00000
-0.62617  1.78746  1.00000
-0.47928  1.73140  1.00000
-0.51465  1.41780  1.00000
-0.45375  1.64281  1.00000
-0.52842  1.81143  1.00000
-0.29140  1.12516  2.00000
-0.01830 -0.10568  4.00000
-0.20450  1.36069  2.00000
-0.39847  1.48274  2.00000
 0.00000  0.00000  0.00000
 0.49027 -0.27984  4.00000
-0.50560  1.67530  1.00000
-0.43302  1.85631  1.00000
-0.39195  1.44125  2.00000
-0.09453  0.07225  4.00000
-0.52398 -0.19654  0.00000
 0.00000  0.00000  0.00000
-0.41787  1.41931  1.00000
-0.51424  1.06804  1.00000
-0.52645  1.71861  1.00000
-0.46232  1.73460  1.00000
-0.42610  1.56925  1.00000
-0.48216  1.77502  1.00000
-0.51033  1.64895  1.00000
-0.52933  1.81150  1.00000
-0.13716  0.21484  4.00000
-0.62664  1.41275  1.00000
-0.51535  1.51029  1.00000
-0.44207  1.63594  1.00000
-0.41009  1.56019  1.00000
-0.24577  0.29907  4.00000
 0.20429 -0.12843  4.00000
-0.35720  1.26100  2.00000
-0.31846  1.17583  2.00000
-0.11940  0.53263  3.00000
-0.15145  0.32449  4.00000
-0.27530  1.28885  2.00000
-0.40247  1.73554  1.00000
-0.43612  1.73413  1.00000
-0.43731  1.41848  1.00000
 0.00000  0.00000  0.00000
-0.31203  0.47451  4.00000
-0.47530  1.78042  1.00000
-0.46862  1.53479  1.00000
-0.61733  1.68638  1.00000
 0.31751 -0.66959  4.00000
-0.26710  1.43764  2.00000
-0.25913  1.06070  2.00000
-0.28404  1.22812  2.00000
-0.18580  0.03941  4.00000
-0.50793  1.75928  1.00000
-0.47061  1.78578  1.00000
-0.53007  1.60006  1.00000
-0.50091  1.33999  1.00000
-0.44547  1.59761  1.00000
-0.21898  1.38097  2.00000
-0.11078  0.15259  4.00000
-0.46438  1.70526  1.00000
-0.52344  1.77045  1.00000
-0.42928  1.61522  1.00000
-0.38603  1.47999  2.00000
-0.30897  0.01199  4.00000
-0.38440  1.47679  2.00000
-0.44325  1.44640  1.00000
-0.61635  1.64305  1.00000
-0.37798  1.19432  2.00000
-0.45219  1.58990  1.00000
-0.44901  1.33790  1.00000
-0.25456  0.85315  2.00000
-0.50298  1.58146  1.00000
-0.61612  1.75950  1.00000
-0.53213  1.78500  1.00000
-0.44962  1.52473  1.00000
-0.40560  1.61379  1.00000
-0.27014  0.75136  3.00000
-0.64231  1.77723  1.00000
-0.44405  1.75575  1.00000
-0.39413  1.03491  2.00000
-0.46651  1.57367  1.00000
-0.25685  1.36581  2.00000
-0.38129  1.23865  2.00000
-0.31621  1.68718  2.00000
-0.57237  1.75865  1.00000
-0.49860  1.72678  1.00000
-0.46745 -0.02780  0.00000
-0.40963  1.33290  1.00000
-0.97926  1.65841  1.00000
-0.39017  1.58516  2.00000
-0.51498  1.79827  1.00000
-0.46597  1.60822  1.00000
-0.31543  1.17032  2.00000
-0.35940  1.74912  2.00000
-0.63804  1.68529  1.00000
-0.35501  1.34433  2.00000
-0.22917  1.03214  2.00000
-0.51882  1.54326  1.00000
-0.16082  0.69011  3.00000
-0.14262  0.55991  3.00000
-0.43516  1.54715  1.00000
-0.44831  1.68134  1.00000
-0.48293  1.84565  1.00000
-0.38053  1.60727  2.00000
-0.53071  1.62282  1.00000
-0.28930  0.74570  3.00000
-0.39355  1.53681  2.00000
-0.35523  1.61826  2.00000
 0.11245  0.29070  4.00000
-0.19368  1.36273  2.00000
-0.46143  1.57481  1.00000
-0.57711  1.82783  1.00000
-0.16947  0.58001  3.00000
-0.68693  1.40715  1.00000
-0.36926  1.51970  2.00000
-0.51756  1.92527  1.00000
-0.43787  1.55035  1.00000
-0.37765  0.59306  3.00000
-0.61156  1.95975  1.00000
 0.00000  0.00000  0.00000
-0.40148  1.33068  1.00000
 0.00000  0.00000  0.00000
-0.47460  1.67560  1.00000
-0.19338  0.96619  2.00000
-0.31004  1.22063  2.00000
-0.22336  1.14928  2.00000
-0.40399  1.33983  1.00000
-0.44653  1.67855  1.00000
-0.37310  1.04328  2.00000
-0.43622  1.38787  1.00000
-0.46489  1.44240  1.00000
-0.42329  1.16705  1.00000
-0.50936  1.37219  1.00000
-0.12046  1.09381  2.00000
-0.53661  1.70711  1.00000
-0.38577  1.61271  2.00000
-0.56251  1.98965  1.00000
-0.40635  1.56342  1.00000
-0.17944  0.63669  3.00000
-0.13593  0.17056  4.00000
-0.36504  1.09854  2.00000
-0.28718  0.87529  2.00000
-0.28504  0.65446  3.00000
-0.39500  1.55514  2.00000
-0.20169  0.68440  3.00000
-0.36790  1.17840  2.00000
-0.15106  0.31576  4.00000
-0.49941  1.74880  1.00000
-0.62235  1.84557  1.00000
-0.18003  1.19376  2.00000
-0.41731  1.60923  1.00000
-0.44155  1.91478  1.00000
-0.64546  1.76241  1.00000
-0.27757  1.28140  2.00000
 0.00000  0.00000  0.00000
-0.35919  1.42983  2.00000
-0.33550  0.93807  2.00000
-0.41873  1.68767  1.00000
-0.70091  1.62498  1.00000
-0.41671  1.40488  1.00000
-0.27739  0.89448  2.00000
-0.55423  1.71873  1.00000
-0.42284  1.56515  1.00000
-0.43640  1.50121  1.00000
 0.40237  0.29070  4.00000
-0.46284  1.15388  1.00000
-0.61109  1.70079  1.00000
-0.68781  1.43846  1.00000
-0.59470  1.75245  1.00000
-0.66857  1.44807  1.00000
-0.44168  1.45180  1.00000
-0.28797  1.59291  2.00000
-0.30467  1.55608  2.00000
-0.59683  1.51673  1.00000
-0.55048  1.61542  1.00000
-0.56881  1.83744  1.00000
-0.35475  1.73061  2.00000
-0.49594  1.30615  1.00000
-0.34246  0.76767  3.00000
-0.10513  0.19201  4.00000
-0.27064  1.42474  2.00000
-0.51087  1.76699  1.00000
-0.43819  1.73573  1.00000
-0.42419  1.44602  1.00000
-0.49899  1.63668  1.00000
-0.28307  0.42226  4.00000
-0.64041  1.71892  1.00000
 0.00000  0.00000  0.00000
-0.49733  1.68627  1.00000
-0.46416  1.62651  1.00000
-0.66839  1.64265  1.00000
-0.44196  1.49468  1.00000
-0.51099  1.51017  1.00000
-0.33978  1.62499  2.00000
-0.44878  1.44844  1.00000
-0.69877  1.85266  1.00000
-0.30282  1.33634  2.00000
-0.35741  1.70489  2.00000
-0.43392  1.54067  1.00000
-0.62278  1.59844  1.00000
-0.89929  1.77914  1.00000
-0.41554  1.54625  1.00000
-0.99290  1.88376  1.00000
-0.65160  1.94657  1.00000
-0.51158  1.76557  1.00000
 0.00000  0.00000  0.00000
-0.32173  0.86635  2.00000
-0.11127  0.66885  3.00000
-0.64226  1.24812  1.00000
-0.43273  1.58917  1.00000
-0.61609  1.74947  1.00000
-0.58344  1.52554  1.00000
-0.46051  1.53872  1.00000
 0.06981  0.22037  4.00000
-0.40169  1.37803  1.00000
-0.38156  1.80956  2.00000
-0.17038  0.80787  2.00000
-0.35562  1.35635  2.00000
-0.70163  1.58752  1.00000
-0.61634  1.79467  1.00000
-0.32610  1.25127  2.00000
-0.40414  1.56983  1.00000
-0.57211  1.55446  1.00000
-0.50607  1.47529  1.00000
-0.34444  1.46511  2.00000
-1.00144  1.57129  1.00000
 0.00000  0.00000  0.00000
-0.47767  1.91818  1.00000
-0.38359  1.34790  2.00000
-0.40859  1.59671  1.00000
-0.31333  1.33636  2.00000
-0.40363  1.74690  1.00000
-0.56421  1.88288  1.00000
-0.30451  0.76253  3.00000
 0.27743 -0.13490  4.00000
-0.39841  1.58790  2.00000
-0.52988  1.70006  1.00000
-0.43890  1.59451  1.00000
-0.38530  1.78697  2.00000
-0.52301  1.57374  1.00000
 0.00000  0.00000  0.00000
-0.42546  1.52631  1.00000
-0.59353  1.71885  1.00000
-0.46131  1.71507  1.00000
-0.73476  1.74267  1.00000
-0.42756  1.56697  1.00000
-0.45317  1.43880  1.00000
-0.78504  1.74820  1.00000
-0.35658  1.47236  2.00000
-0.32622  1.05285  2.00000
-0.38391  1.27944  2.00000
-0.38038  1.57548  2.00000
-0.46822  1.04088  1.00000
-0.45478  1.18224  1.00000
-0.35963  1.38741  2.00000
-0.01808  0.42797  4.00000
-0.93958  1.99099  1.00000
-0.39444  1.59250  2.00000
-0.16125  0.90822  2.00000
-0.42336  1.74632  1.00000
-0.53952  1.79197  1.00000
-0.42055  1.36680  1.00000
-0.45905  1.56833  1.00000
-0.30158  0.87489  2.00000
-0.42427  1.38570  1.00000
-0.41116  1.47644  1.00000
-0.41698  1.27667  1.00000
-0.47463  1.52749  1.00000
-0.06068  0.69940  3.00000
-0.31457  1.49911  2.00000
-0.32837  1.25331  2.00000
-0.33496  1.13739  2.00000
-0.32590  0.90569  2.00000
-0.63701  0.93842  1.00000
-0.45403  1.88651  1.00000
-0.55143  1.84594  1.00000
-0.45570  1.51220  1.00000
-0.80135  1.79174  1.00000
-0.46077  1.61279  1.00000
-0.36255  1.00676  2.00000
-0.38673  0.91740  2.00000
-0.47053  1.58468  1.00000
-0.39984  1.35062  2.00000
-0.56009  1.65625  1.00000
-0.59369  1.59962  1.00000
-0.42656  1.49893  1.00000
-0.25969  0.83276  2.00000
-0.54208  1.63591  1.00000
-0.65915  1.75234  1.00000
-0.30722  1.08909  2.00000
-0.50137  1.58049  1.00000
-0.22273  0.93044  2.00000
-0.43447  1.72631  1.00000
-0.33787  1.14731  2.00000
-0.46162  1.73895  1.00000
-0.39196  1.57212  2.00000
-0.29208  1.32547  2.00000
-0.45923  1.54528  1.00000
-0.82531  1.99472  1.00000
-0.50728  1.80078  1.00000
 0.37761  0.07700  4.00000
-0.43061  1.26888  1.00000
-0.60051  1.63771  1.00000
 0.07998  0.15746  4.00000
-0.38032  1.57326  2.00000
-0.31515  1.40138  2.00000
-0.69131  1.60736  1.00000
-0.43690  1.74981  1.00000
-0.32830  1.20431  2.00000
-0.41675  1.44329  1.00000
-0.62486  1.75059  1.00000
-0.04900  0.41347  4.00000
-0.50016  1.69974  1.00000
-0.28568  1.24895  2.00000
-0.86324  1.78783  1.00000
-0.22416  0.69914  3.00000
-0.12645  0.23223  4.00000
-0.36447  1.51949  2.00000
-0.04080  0.24353  4.00000
-0.29912  1.03890  2.00000
-0.74630  1.18372  1.00000
-0.43611  1.57285  1.00000
-0.53505  1.50399  1.00000
-0.21398  0.58984  3.00000
-0.63446  1.64009  1.00000
-0.45300  1.82124  1.00000
-0.43062  1.79426  1.00000
-0.44962  1.53669  1.00000
-0.47429  1.50004  1.00000
-0.42056  1.47429  1.00000
-0.44521  1.58165  1.00000
-0.07008  0.81776  2.00000
-0.60434  1.76087  1.00000
-0.42086  1.53131  1.00000
-0.45027  1.32305  1.00000
 0.00000  0.00000  0.00000
-1.07930  2.05536  1.00000
-0.35720  1.23842  2.00000
-0.40842  1.07166  1.00000
-0.42740  1.67562  1.00000
-0.28366  0.72973  3.00000
-0.30384  1.14965  2.00000
-0.52409  1.32605  1.00000
-0.37209  1.19667  2.00000
-0.51524  1.59288  1.00000
-0.19736 -0.47496  4.00000
-0.61033  1.78703  1.00000
-0.46466  1.56773  1.00000
-0.40017  0.87187  1.00000
-0.52318  1.06175  1.00000
-0.35968  1.50486  2.00000
 0.00000  0.00000  0.00000
-0.39677  1.50839  2.00000
-0.23666  0.26741  4.00000
-0.41884  1.43498  1.00000
-0.10899  0.30856  4.00000
-0.48513  1.38982  1.00000
-0.47598  1.51395  1.00000
-0.42416  1.28269  1.00000
-0.55416  1.66813  1.00000
-0.39655  1.74830  2.00000
-0.44281  1.34481  1.00000
-0.46290  1.83191  1.00000
-0.52136  1.68961  1.00000
-0.33047  1.00813  2.00000
-0.52928  1.57251  1.00000
-0.03663  0.92737  2.00000
-0.51458  1.58251  1.00000
-0.28376  1.59011  2.00000
-0.35309  1.22958  2.00000
-0.47010  1.61421  1.00000
-0.57677  1.60858  1.00000
-0.59877  1.51782  1.00000
-0.50432  1.73729  1.00000
-0.37573  1.06878  2.00000
-0.29159  1.25205  2.00000
-0.43787  1.57753  1.00000
-0.40820  1.60469  1.00000
-0.50953  1.76552  1.00000
-0.44939  1.47072  1.00000
-0.68515  1.66873  1.00000
-0.19234  0.54020  3.00000
-0.54279  1.58900  1.00000
-0.46458  1.82643  1.00000
-0.52932  1.59377  1.00000
-0.70239  1.80348  1.00000
-0.68356  1.59477  1.00000
-0.16720  1.31944  2.00000
-0.74713  1.95177  1.00000
-0.48114  1.55484  1.00000
-0.65144  1.70848  1.00000
-0.61804  1.48897  1.00000
-0.66643  1.63715  1.00000
-0.13047  0.84311  2.00000
-0.18450  0.92516  2.00000
 0.00000  0.00000  0.00000
-0.46741  1.63875  1.00000
-0.48079  1.51060  1.00000
-0.40046  1.46199  1.00000
-0.28009  1.09677  2.00000
-0.43574  1.24765  1.00000
-0.34079  1.26972  2.00000
 0.00783  0.34025  4.00000
